2019-04-30	2.0697	0.45
2019-04-29	2.0605	1.31
2019-04-26	2.0339	-0.61
2019-04-25	2.0464	-1.64
2019-04-24	2.0806	0.40
2019-04-23	2.0724	-0.12
2019-04-22	2.0748	-1.84
2019-04-19	2.1138	1.26
2019-04-18	2.0874	-0.34
2019-04-17	2.0945	0.18
2019-04-16	2.0907	1.80
2019-04-15	2.0537	-0.59
2019-04-12	2.0658	-0.60
2019-04-11	2.0782	-2.72
2019-04-10	2.1364	0.59
2019-04-09	2.1238	-0.13
2019-04-08	2.1265	0.51
2019-04-04	2.1158	0.54
2019-04-03	2.1045	0.56
2019-04-02	2.0927	0.29
2019-04-01	2.0867	3.00
2019-03-29	2.0259	3.49
2019-03-28	1.9576	-0.90
2019-03-27	1.9753	1.82
2019-03-26	1.9399	-1.22
2019-03-25	1.9638	-1.53
2019-03-22	1.9944	0.60
2019-03-21	1.9825	0.26
2019-03-20	1.9774	-0.42
2019-03-19	1.9858	0.13
2019-03-18	1.9833	2.85
2019-03-15	1.9284	2.79
2019-03-14	1.8760	-1.11
2019-03-13	1.8971	-0.72
2019-03-12	1.9109	1.22
2019-03-11	1.8878	3.81
2019-03-08	1.8185	-2.16
2019-03-07	1.8587	-0.68
2019-03-06	1.8714	-0.15
2019-03-05	1.8743	0.99
2019-03-04	1.8560	1.39
2019-03-01	1.8306	1.31
2019-02-28	1.8070	2.21
2019-02-27	1.7679	-0.68
2019-02-26	1.7800	-0.90
2019-02-25	1.7961	4.81
2019-02-22	1.7137	1.90
2019-02-21	1.6818	-0.80
2019-02-20	1.6954	-0.10
2019-02-19	1.6971	-0.31
2019-02-18	1.7024	3.39
2019-02-15	1.6466	-1.55
2019-02-14	1.6725	0.48
2019-02-13	1.6645	1.66
2019-02-12	1.6373	1.23
2019-02-11	1.6174	2.05
2019-02-01	1.5849	2.25
2019-01-31	1.5501	0.27
2019-01-30	1.5459	-0.68
2019-01-29	1.5565	0.16
2019-01-28	1.5540	-0.14
2019-01-25	1.5562	0.89
2019-01-24	1.5424	0.61
2019-01-23	1.5331	0.46
2019-01-22	1.5261	-1.14
2019-01-21	1.5437	0.48
2019-01-18	1.5363	1.18
2019-01-17	1.5184	-0.93
2019-01-16	1.5327	0.47
2019-01-15	1.5256	2.04
2019-01-14	1.4951	-0.90
2019-01-11	1.5087	0.65
2019-01-10	1.4990	-0.03
2019-01-09	1.4995	1.13
2019-01-08	1.4828	-0.17
2019-01-07	1.4853	1.03
2019-01-04	1.4701	2.37
2019-01-03	1.4360	-1.18
2019-01-02	1.4532	-1.83
2018-12-28	1.4803	0.24
2018-12-27	1.4768	-0.86
2018-12-26	1.4896	-0.65
2018-12-25	1.4993	-0.50
2018-12-24	1.5069	1.30
2018-12-21	1.4876	-1.22
2018-12-20	1.5059	-0.46
2018-12-19	1.5129	-1.86
2018-12-18	1.5416	-0.85
2018-12-17	1.5548	-1.34
2018-12-14	1.5759	-1.59
2018-12-13	1.6014	1.61
2018-12-12	1.5760	-0.11
2018-12-11	1.5778	0.52
2018-12-10	1.5697	-0.89
2018-12-07	1.5838	-0.11
2018-12-06	1.5856	-2.26
2018-12-05	1.6222	-0.42
